FDC_ID,Item,Category,Calories,Protein,Carbohydrate,Total fat,Cholesterol,Fiber,Water,Alcohol,Vitamin C
168310,"Pork, fresh, loin, sirloin (chops), boneless, separable lean only, cooked, broiled",Pork Products,161.0 kcal,28.6 g,0.0 g,4.36 g,76.0 mg,0.0 g,66.75 g,0.0 g,0.0 mg
168311,"Pork, fresh, loin, sirloin (roasts), boneless, separable lean only, cooked, roasted",Pork Products,178.0 kcal,30.39 g,0.0 g,5.31 g,84.0 mg,0.0 g,64.07 g,0.0 g,0.0 mg
168312,"Pork, fresh, loin, tenderloin, separable lean and fat, raw",Pork Products,120.0 kcal,20.65 g,0.0 g,3.53 g,65.0 mg,0.0 g,74.97 g,0.0 g,0.0 mg
168313,"Pork, fresh, loin, tenderloin, separable lean only, cooked, broiled",Pork Products,187.0 kcal,30.42 g,0.0 g,6.33 g,94.0 mg,0.0 g,62.3 g,,1.0 mg
168314,"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, raw",Pork Products,166.0 kcal,21.34 g,0.0 g,8.33 g,64.0 mg,0.0 g,70.14 g,0.0 g,0.0 mg
168315,"Pork, fresh, loin, top loin (roasts), boneless, separable lean only, raw",Pork Products,132.0 kcal,22.39 g,0.0 g,4.06 g,63.0 mg,0.0 g,73.28 g,0.0 g,0.0 mg
168316,"Pork, fresh, composite of trimmed retail cuts (loin and shoulder blade), separable lean and fat, raw",Pork Products,177.0 kcal,20.08 g,0.0 g,10.14 g,65.0 mg,0.0 g,69.13 g,0.0 g,0.1 mg
168317,"HORMEL ALWAYS TENDER, Pork Tenderloin, Peppercorn-Flavored",Pork Products,110.0 kcal,17.21 g,1.82 g,3.8 g,47.0 mg,,74.44 g,,1.4 mg
168318,"HORMEL ALWAYS TENDER, Pork Loin Filets, Lemon Garlic-Flavored",Pork Products,118.0 kcal,17.83 g,1.79 g,4.16 g,42.0 mg,,73.53 g,,1.7 mg
168319,"HORMEL ALWAYS TENDER, Center Cut Chops, Fresh Pork",Pork Products,167.0 kcal,18.74 g,0.84 g,9.62 g,52.0 mg,,69.17 g,,1.7 mg
168320,"HORMEL ALWAYS TENDER, Boneless Pork Loin, Fresh Pork",Pork Products,145.0 kcal,19.02 g,0.76 g,7.18 g,49.0 mg,,71.35 g,,1.3 mg
168321,"Pork, cured, bacon, cooked, microwaved",Pork Products,476.0 kcal,39.01 g,0.48 g,34.12 g,111.0 mg,0.0 g,20.38 g,0.0 g,0.0 mg
168322,"Pork, cured, bacon, pre-sliced, cooked, pan-fried",Pork Products,468.0 kcal,33.92 g,1.7 g,35.09 g,99.0 mg,0.0 g,23.65 g,0.0 g,0.0 mg
168323,"Pork, fresh, variety meats and by-products, stomach, cooked, simmered",Pork Products,157.0 kcal,21.4 g,0.09 g,7.26 g,316.0 mg,0.0 g,70.72 g,0.0 g,0.0 mg
168324,"Pork, bacon, rendered fat, cooked",Pork Products,898.0 kcal,0.07 g,0.0 g,99.5 g,97.0 mg,0.0 g,0.25 g,0.0 g,0.0 mg
168325,"Pork, cured, ham and water product, slice, bone-in, separable lean only, heated, pan-broil",Pork Products,122.0 kcal,20.9 g,1.35 g,3.63 g,64.0 mg,0.0 g,70.21 g,0.0 g,0.0 mg
168326,"Pork, cured, ham and water product, slice, boneless, separable lean only, heated, pan-broil",Pork Products,123.0 kcal,15.09 g,4.69 g,5.06 g,45.0 mg,0.0 g,71.2 g,0.0 g,0.0 mg
168327,"Pork, cured, ham and water product, whole, boneless, separable lean only, heated, roasted",Pork Products,123.0 kcal,13.88 g,4.61 g,5.46 g,43.0 mg,0.0 g,72.11 g,0.0 g,0.0 mg
168328,"Pork, cured, ham and water product, whole, boneless, separable lean only, unheated",Pork Products,116.0 kcal,14.07 g,4.22 g,4.86 g,43.0 mg,0.0 g,73.05 g,0.0 g,0.0 mg
168329,"Pork, cured, ham -- water added, slice, boneless, separable lean only, heated, pan-broil",Pork Products,119.0 kcal,18.82 g,1.75 g,4.09 g,54.0 mg,0.0 g,72.06 g,0.0 g,0.0 mg
168330,"Pork, cured, ham with natural juices, slice, bone-in, separable lean only, heated, pan-broil",Pork Products,150.0 kcal,27.75 g,0.0 g,4.38 g,80.0 mg,0.0 g,65.87 g,0.0 g,0.0 mg
168331,"Pork, cured, ham with natural juices, spiral slice, meat only, boneless, separable lean only, heated, roasted",Pork Products,126.0 kcal,22.56 g,1.08 g,3.78 g,63.0 mg,0.0 g,69.47 g,0.0 g,0.0 mg
168332,"Pork, cured, ham and water product, rump, bone-in, separable lean only, heated, roasted",Pork Products,131.0 kcal,21.28 g,1.15 g,4.7 g,66.0 mg,0.0 g,69.53 g,0.0 g,0.0 mg
168333,"Pork, cured, ham with natural juices, slice, boneless, separable lean only, heated, pan-broil",Pork Products,116.0 kcal,20.95 g,1.05 g,3.16 g,57.0 mg,0.0 g,71.1 g,0.0 g,0.0 mg
168334,"Pork, cured, ham with natural juices, whole, boneless, separable lean only, heated, roasted",Pork Products,113.0 kcal,20.57 g,0.84 g,3.01 g,56.0 mg,0.0 g,71.71 g,0.0 g,0.0 mg
168335,"Pork, cured, ham with natural juices, whole, boneless, separable lean only, unheated",Pork Products,111.0 kcal,19.44 g,1.03 g,3.21 g,53.0 mg,0.0 g,72.85 g,0.0 g,0.0 mg
168336,"Pork, cured, ham -- water added, shank, bone-in, separable lean only, unheated",Pork Products,91.0 kcal,18.65 g,0.71 g,1.87 g,50.0 mg,0.0 g,76.53 g,0.0 g,0.0 mg
168337,"Pork, cured, ham with natural juices, rump, bone-in, separable lean only, unheated",Pork Products,122.0 kcal,22.71 g,0.43 g,3.47 g,68.0 mg,0.0 g,70.8 g,0.0 g,0.0 mg
168338,"Pork, cured, ham with natural juices, shank, bone-in, separable lean only, unheated",Pork Products,130.0 kcal,25.11 g,0.3 g,3.33 g,63.0 mg,0.0 g,70.5 g,0.0 g,0.0 mg
168339,"Pork, cured, ham with natural juices, slice, bone-in, separable lean only, unheated",Pork Products,123.0 kcal,24.34 g,0.0 g,2.87 g,63.0 mg,0.0 g,70.29 g,0.0 g,0.0 mg
168340,"Pork, cured, ham with natural juices, spiral slice, boneless, separable lean only, unheated",Pork Products,109.0 kcal,19.25 g,1.22 g,3.26 g,57.0 mg,0.0 g,72.46 g,0.0 g,0.0 mg
168341,"Pork, cured, ham with natural juices, spiral slice, boneless, separable lean and fat, unheated",Pork Products,129.0 kcal,18.66 g,1.18 g,5.75 g,57.0 mg,0.0 g,70.62 g,0.0 g,0.0 mg
168342,"Pork, cured, ham with natural juices, slice, bone-in, separable lean and fat, unheated",Pork Products,159.0 kcal,22.82 g,0.17 g,7.4 g,63.0 mg,0.0 g,67.16 g,0.0 g,0.0 mg
168343,"Pork, cured, ham with natural juices, shank, bone-in, separable lean and fat, unheated",Pork Products,191.0 kcal,22.35 g,0.32 g,11.11 g,62.0 mg,0.0 g,65.04 g,0.0 g,0.0 mg
168344,"Pork, cured, ham with natural juices, rump, bone-in, separable lean and fat, unheated",Pork Products,200.0 kcal,19.7 g,0.43 g,13.26 g,67.0 mg,0.0 g,63.86 g,0.0 g,0.0 mg
168345,"Pork, cured, ham -- water added, whole, boneless, separable lean and fat, unheated",Pork Products,121.0 kcal,17.06 g,1.42 g,5.38 g,50.0 mg,0.0 g,72.85 g,0.0 g,0.0 mg
168346,"Pork, cured, ham -- water added, slice, bone-in, separable lean and fat, unheated",Pork Products,164.0 kcal,15.73 g,1.1 g,10.77 g,55.0 mg,0.0 g,69.88 g,0.0 g,0.0 mg
168347,"Pork, cured, ham -- water added, shank, bone-in, separable lean and fat, unheated",Pork Products,167.0 kcal,16.65 g,0.66 g,11.02 g,52.0 mg,0.0 g,69.21 g,0.0 g,0.0 mg
168348,"Pork, cured, ham -- water added, rump, bone-in, separable lean and fat, unheated",Pork Products,172.0 kcal,13.99 g,0.8 g,12.5 g,54.0 mg,0.0 g,69.49 g,0.0 g,0.0 mg
168349,"Pork, cured, ham -- water added, whole, boneless, separable lean and fat, heated, roasted",Pork Products,126.0 kcal,17.77 g,1.54 g,5.48 g,54.0 mg,0.0 g,71.72 g,0.0 g,0.0 mg
168350,"Pork, cured, ham and water product, rump, bone-in, separable lean and fat, heated, roasted",Pork Products,186.0 kcal,19.46 g,1.15 g,11.48 g,67.0 mg,0.0 g,64.6 g,0.0 g,0.0 mg
168351,"Pork, cured, ham and water product, shank, bone-in, separable lean and fat, heated, roasted",Pork Products,234.0 kcal,18.17 g,1.42 g,17.29 g,72.0 mg,0.0 g,60.03 g,0.0 g,0.0 mg
168352,"Pork, cured, ham and water product, slice, bone-in, separable lean and fat, heated, pan-broil",Pork Products,155.0 kcal,19.85 g,1.41 g,7.78 g,64.0 mg,0.0 g,67.21 g,0.0 g,0.0 mg
168353,"Pork, cured, ham with natural juices, slice, boneless, separable lean and fat, heated, pan-broil",Pork Products,118.0 kcal,20.89 g,1.04 g,3.4 g,58.0 mg,0.0 g,70.93 g,0.0 g,0.0 mg
168354,"Pork, cured, ham with natural juices, spiral slice, boneless, separable lean and fat, heated, roasted",Pork Products,139.0 kcal,22.18 g,1.06 g,5.1 g,64.0 mg,0.0 g,68.53 g,0.0 g,0.0 mg
168355,"Pork, cured, ham with natural juices, whole, boneless, separable lean and fat, heated, roasted",Pork Products,114.0 kcal,20.54 g,0.84 g,3.13 g,56.0 mg,0.0 g,71.62 g,0.0 g,0.0 mg
168356,"Pork, cured, ham, rump, bone-in, separable lean and fat, heated, roasted",Pork Products,177.0 kcal,23.95 g,0.64 g,8.88 g,71.0 mg,0.0 g,63.82 g,0.0 g,0.0 mg
168357,"Pork, cured, ham, shank, bone-in, separable lean and fat, heated, roasted",Pork Products,191.0 kcal,24.39 g,0.64 g,9.35 g,70.0 mg,0.0 g,63.67 g,0.0 g,0.0 mg
168358,"Pork, cured, ham, shank, bone-in, separable lean and fat, unheated",Pork Products,177.0 kcal,21.61 g,0.41 g,9.85 g,61.0 mg,0.0 g,65.23 g,0.0 g,0.0 mg
168359,"Pork, cured, ham, slice, bone-in, separable lean and fat, heated, pan-broil",Pork Products,181.0 kcal,25.48 g,0.7 g,8.48 g,73.0 mg,0.0 g,62.57 g,0.0 g,0.0 mg
168360,"Pork, cured, ham, slice, bone-in, separable lean only, unheated",Pork Products,130.0 kcal,24.36 g,0.0 g,3.59 g,65.0 mg,0.0 g,69.97 g,0.0 g,0.0 mg
168361,"Pork, fresh, enhanced, loin, tenderloin, separable lean only, raw",Pork Products,106.0 kcal,20.39 g,0.0 g,2.09 g,48.0 mg,0.0 g,76.91 g,0.0 g,0.0 mg
168362,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, with added solution cooked, braised",Pork Products,227.0 kcal,27.58 g,0.0 g,12.14 g,98.0 mg,0.0 g,59.2 g,0.0 g,0.0 mg
168363,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, with added solution, raw",Pork Products,122.0 kcal,18.29 g,0.18 g,5.36 g,59.0 mg,0.0 g,74.85 g,0.0 g,0.0 mg
168364,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, cooked, broiled",Pork Products,170.0 kcal,29.65 g,0.0 g,5.73 g,70.0 mg,0.0 g,63.06 g,0.0 g,0.0 mg
168365,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat,with added solution, raw",Pork Products,169.0 kcal,17.19 g,0.16 g,11.12 g,62.0 mg,0.0 g,70.36 g,0.0 g,0.0 mg
168366,"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, with added solution, cooked, braised",Pork Products,263.0 kcal,25.84 g,0.03 g,16.94 g,97.0 mg,0.0 g,56.13 g,0.0 g,0.0 mg
168367,"Pork, cured, ham, rump, bone-in, separable lean and fat, unheated",Pork Products,176.0 kcal,22.27 g,0.52 g,9.38 g,62.0 mg,0.0 g,65.19 g,0.0 g,0.0 mg
168368,"Pork, loin, leg cap steak, boneless, separable lean and fat, cooked, broiled",Pork Products,158.0 kcal,27.57 g,0.0 g,4.41 g,81.0 mg,0.0 g,68.72 g,0.0 g,0.0 mg
168369,"Pork, Shoulder petite tender, boneless, separable lean and fat, raw",Pork Products,128.0 kcal,21.65 g,0.0 g,3.91 g,66.0 mg,0.0 g,74.57 g,0.0 g,0.0 mg
168370,"Pork, Leg sirloin tip roast, boneless, separable lean and fat, cooked, braised",Pork Products,156.0 kcal,31.11 g,0.0 g,2.56 g,84.0 mg,0.0 g,66.99 g,0.0 g,0.0 mg
168371,"Pork, Leg sirloin tip roast, boneless, separable lean and fat, raw",Pork Products,113.0 kcal,22.88 g,0.0 g,1.71 g,62.0 mg,0.0 g,75.88 g,0.0 g,0.0 mg
168372,"Pork, ground, 84% lean / 16% fat, raw",Pork Products,218.0 kcal,17.99 g,0.44 g,16.0 g,68.0 mg,0.0 g,64.67 g,0.0 g,0.0 mg
168373,"Pork, ground, 72% lean / 28% fat, cooked, pan-broiled",Pork Products,377.0 kcal,22.59 g,1.08 g,31.42 g,99.0 mg,0.0 g,43.85 g,0.0 g,0.0 mg
168374,"Pork, ground, 84% lean / 16% fat, cooked, pan-broiled",Pork Products,301.0 kcal,27.14 g,0.0 g,21.39 g,97.0 mg,0.0 g,51.97 g,0.0 g,0.0 mg
168375,"Pork, ground, 96% lean / 4% fat, cooked, pan-broiled",Pork Products,185.0 kcal,31.69 g,0.57 g,6.2 g,85.0 mg,0.0 g,60.08 g,0.0 g,0.0 mg
168376,"Pork loin, fresh, backribs, bone-in, raw, lean only",Pork Products,172.0 kcal,20.85 g,0.0 g,9.84 g,66.0 mg,0.0 g,68.57 g,0.0 g,0.0 mg
168377,"Pork loin, fresh, backribs, bone-in, cooked-roasted, lean only",Pork Products,255.0 kcal,24.15 g,0.0 g,17.65 g,84.0 mg,0.0 g,57.58 g,0.0 g,0.0 mg
168378,"Pork, fresh, loin, country-style ribs, separable lean only, bone-in, cooked, broiled",Pork Products,216.0 kcal,27.83 g,0.0 g,11.65 g,89.0 mg,0.0 g,59.98 g,0.0 g,0.0 mg
168379,"Pork, fresh, loin, country-style ribs, separable lean only, boneless, cooked, roasted",Pork Products,219.0 kcal,29.2 g,0.0 g,11.38 g,99.0 mg,0.0 g,58.72 g,0.0 g,0.0 mg
168380,"Pork, fresh, blade, (chops), boneless, separable lean and fat, cooked, broiled",Pork Products,202.0 kcal,24.73 g,0.83 g,11.13 g,77.0 mg,0.0 g,62.14 g,0.0 g,0.0 mg
168381,"Pork, fresh, loin, blade (chops or roasts), boneless, separable lean and fat only, raw",Pork Products,157.0 kcal,20.54 g,0.76 g,7.94 g,59.0 mg,0.0 g,69.7 g,0.0 g,0.0 mg
168382,"Bacon, pre-sliced, reduced/low sodium, unprepared",Pork Products,407.0 kcal,12.53 g,0.83 g,39.27 g,,0.0 g,45.01 g,0.0 g,0.0 mg
168383,"Canadian bacon, cooked, pan-fried",Pork Products,146.0 kcal,28.31 g,1.8 g,2.78 g,67.0 mg,0.0 g,62.5 g,0.0 g,0.0 mg
169082,"Pork, oriental style, dehydrated",Pork Products,615.0 kcal,11.8 g,1.4 g,62.4 g,67.0 mg,0.0 g,21.8 g,0.0 g,0.0 mg
169148,"Pork, cured, ham -- water added, whole, boneless, separable lean only, heated, roasted",Pork Products,117.0 kcal,17.99 g,1.57 g,4.39 g,53.0 mg,0.0 g,72.58 g,0.0 g,0.0 mg
169149,"Pork, cured, ham -- water added, whole, boneless, separable lean only, unheated",Pork Products,110.0 kcal,17.34 g,1.45 g,3.97 g,50.0 mg,0.0 g,73.95 g,0.0 g,0.0 mg
169150,"Pork, cured, ham and water product, shank, bone-in, separable lean only, heated, roasted",Pork Products,132.0 kcal,21.69 g,1.26 g,4.45 g,72.0 mg,0.0 g,69.23 g,0.0 g,0.0 mg
169151,"Pork, cured, ham -- water added, slice, bone-in, separable lean only, unheated",Pork Products,95.0 kcal,17.38 g,1.23 g,2.29 g,54.0 mg,0.0 g,76.75 g,0.0 g,0.0 mg
169152,"Pork, cured, ham and water product, rump, bone-in, separable lean only, unheated",Pork Products,107.0 kcal,17.93 g,1.24 g,3.38 g,58.0 mg,0.0 g,74.32 g,0.0 g,0.0 mg
169153,"Pork, cured, ham and water product, slice, bone-in, separable lean only, unheated",Pork Products,103.0 kcal,14.47 g,2.82 g,3.78 g,49.0 mg,0.0 g,75.54 g,0.0 g,0.0 mg
169154,"Pork, cured, ham and water product, shank, bone-in, unheated, separable lean only",Pork Products,113.0 kcal,17.53 g,1.2 g,4.18 g,52.0 mg,0.0 g,73.97 g,0.0 g,0.0 mg
169155,"Pork, cured, ham, separable fat, boneless, heated",Pork Products,507.0 kcal,8.77 g,2.0 g,51.57 g,72.0 mg,0.0 g,35.47 g,0.0 g,0.0 mg
169156,"Pork, cured, ham, separable fat, boneless, unheated",Pork Products,515.0 kcal,7.5 g,1.87 g,53.0 g,61.0 mg,0.0 g,35.65 g,0.0 g,0.0 mg
169157,"Pork, pickled pork hocks",Pork Products,171.0 kcal,19.11 g,0.0 g,10.54 g,89.0 mg,0.0 g,68.02 g,0.0 g,0.0 mg
169158,"Pork, cured, ham, slice, bone-in, separable lean only, heated, pan-broil",Pork Products,148.0 kcal,27.18 g,0.74 g,4.09 g,73.0 mg,0.0 g,65.33 g,0.0 g,0.0 mg
169159,"Pork, cured, ham with natural juices, whole, boneless, separable lean and fat, unheated",Pork Products,112.0 kcal,19.38 g,1.02 g,3.43 g,53.0 mg,0.0 g,72.68 g,0.0 g,0.0 mg
169160,"Pork, cured, ham and water product, whole, boneless, separable lean and fat, unheated",Pork Products,117.0 kcal,14.05 g,4.21 g,4.99 g,43.0 mg,0.0 g,72.96 g,0.0 g,0.0 mg
169161,"Pork, cured, ham and water product, slice, bone-in, separable lean and fat, unheated",Pork Products,149.0 kcal,13.69 g,2.72 g,9.29 g,50.0 mg,0.0 g,71.07 g,0.0 g,0.0 mg
169162,"Pork, cured, ham and water product, shank, bone-in, separable lean and fat, unheated",Pork Products,243.0 kcal,14.28 g,1.42 g,20.0 g,55.0 mg,0.0 g,61.56 g,0.0 g,0.0 mg
169163,"Pork, cured, ham and water product, rump, bone-in, separable lean and fat, unheated",Pork Products,179.0 kcal,16.09 g,1.35 g,12.13 g,58.0 mg,0.0 g,67.5 g,0.0 g,0.0 mg
169164,"Pork, cured, ham -- water added, rump, bone-in, separable lean and fat, heated, roasted",Pork Products,161.0 kcal,20.1 g,0.99 g,8.56 g,63.0 mg,0.0 g,67.23 g,0.0 g,0.0 mg
169165,"Pork, cured, ham -- water added, shank, bone-in, separable lean and fat, heated, roasted",Pork Products,200.0 kcal,18.62 g,1.35 g,13.37 g,66.0 mg,0.0 g,63.43 g,0.0 g,0.0 mg
169166,"Pork, cured, ham -- water added, slice, bone-in, separable lean and fat, heated, pan-broil",Pork Products,166.0 kcal,20.8 g,1.54 g,8.73 g,66.0 mg,0.0 g,65.48 g,0.0 g,0.0 mg
169167,"Pork, cured, ham -- water added, slice, boneless, separable lean and fat, heated, pan-broil",Pork Products,125.0 kcal,18.62 g,1.72 g,5.05 g,54.0 mg,0.0 g,71.32 g,0.0 g,0.0 mg
169168,"Pork, cured, ham and water product, slice, boneless, separable lean and fat, heated, pan-broil",Pork Products,124.0 kcal,15.08 g,4.69 g,5.13 g,45.0 mg,0.0 g,71.14 g,0.0 g,0.0 mg
169169,"Pork, cured, ham and water product, whole, boneless, separable lean and fat, heated, roasted",Pork Products,123.0 kcal,13.88 g,4.61 g,5.46 g,43.0 mg,0.0 g,72.11 g,0.0 g,0.0 mg
169170,"Pork, cured, ham with natural juices, rump, bone-in, separable lean and fat, heated, roasted",Pork Products,177.0 kcal,22.47 g,0.6 g,9.39 g,72.0 mg,0.0 g,64.38 g,0.0 g,0.0 mg
169171,"Pork, cured, ham with natural juices, shank, bone-in, separable lean and fat, heated, roasted",Pork Products,191.0 kcal,22.88 g,0.33 g,10.93 g,74.0 mg,0.0 g,62.94 g,0.0 g,0.0 mg
169172,"Pork, cured, ham with natural juices, slice, bone-in, separable lean and fat, heated, pan-broil",Pork Products,180.0 kcal,26.18 g,0.17 g,8.28 g,80.0 mg,0.0 g,63.36 g,0.0 g,0.0 mg
169173,"Pork, cured, ham, rump, bone-in, separable lean only, heated, roasted",Pork Products,132.0 kcal,26.02 g,0.68 g,3.07 g,71.0 mg,0.0 g,67.68 g,0.0 g,0.0 mg
169174,"Pork, cured, ham, rump, bone-in, separable lean only, unheated",Pork Products,125.0 kcal,24.46 g,0.32 g,2.92 g,63.0 mg,0.0 g,69.56 g,0.0 g,0.0 mg
169175,"Pork, cured, ham, shank, bone-in, separable lean only, heated, roasted",Pork Products,139.0 kcal,26.49 g,0.68 g,3.68 g,70.0 mg,0.0 g,67.46 g,0.0 g,0.0 mg
169176,"Pork, cured, ham, shank, bone-in, separable lean only, unheated",Pork Products,125.0 kcal,23.79 g,0.18 g,3.19 g,61.0 mg,0.0 g,69.79 g,0.0 g,0.0 mg
169177,"Pork, cured, ham, slice, bone-in, separable lean and fat, unheated",Pork Products,173.0 kcal,22.45 g,0.21 g,9.17 g,65.0 mg,0.0 g,66.09 g,0.0 g,0.0 mg
169178,"Pork, fresh, spareribs, separable lean and fat, cooked, roasted",Pork Products,361.0 kcal,20.89 g,0.0 g,30.86 g,105.0 mg,0.0 g,48.11 g,0.0 g,0.0 mg
169179,"Pork, fresh, composite of separable fat, with added solution, raw",Pork Products,508.0 kcal,9.27 g,0.0 g,52.33 g,83.0 mg,0.0 g,38.32 g,0.0 g,0.0 mg
169180,"Pork, fresh, loin, tenderloin, separable lean only, with added solution, cooked, roasted",Pork Products,116.0 kcal,21.61 g,0.31 g,3.15 g,57.0 mg,0.0 g,73.07 g,0.0 g,0.0 mg
169181,"Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, raw",Pork Products,117.0 kcal,21.09 g,0.22 g,3.48 g,51.0 mg,0.0 g,73.53 g,0.0 g,0.0 mg
169182,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, raw",Pork Products,171.0 kcal,19.45 g,0.0 g,10.26 g,56.0 mg,0.0 g,68.65 g,0.0 g,0.0 mg
169183,"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, cooked, broiled",Pork Products,198.0 kcal,28.33 g,0.02 g,9.42 g,71.0 mg,0.0 g,60.71 g,0.0 g,0.0 mg
169184,"Pork, fresh, loin, tenderloin, separable lean and fat, with added solution, raw",Pork Products,114.0 kcal,20.16 g,0.0 g,3.14 g,49.0 mg,0.0 g,76.1 g,0.0 g,0.0 mg
169185,"Pork, fresh, loin, tenderloin, separable lean and fat, with added solution, cooked, roasted",Pork Products,121.0 kcal,21.5 g,0.31 g,3.7 g,57.0 mg,0.0 g,72.64 g,0.0 g,0.0 mg
169186,"Pork, Leg Cap Steak, boneless, separable lean and fat, raw",Pork Products,123.0 kcal,21.64 g,0.0 g,3.39 g,63.0 mg,0.0 g,75.18 g,0.0 g,0.0 mg
169187,"Pork, Shoulder breast, boneless, separable lean and fat, raw",Pork Products,127.0 kcal,22.54 g,0.0 g,3.4 g,60.0 mg,0.0 g,74.37 g,0.0 g,0.0 mg
169188,"Pork, Shoulder breast, boneless, separable lean and fat, cooked, broiled",Pork Products,162.0 kcal,28.47 g,0.0 g,4.49 g,78.0 mg,0.0 g,67.26 g,0.0 g,0.0 mg
169189,"Pork, shoulder, petite tender, boneless, separable lean and fat, cooked, broiled",Pork Products,155.0 kcal,27.47 g,0.0 g,4.23 g,82.0 mg,0.0 g,68.7 g,0.0 g,0.0 mg
169190,"Pork, ground, 96% lean / 4% fat, raw",Pork Products,121.0 kcal,21.1 g,0.21 g,4.0 g,59.0 mg,0.0 g,73.62 g,0.0 g,0.0 mg
169191,"Pork, ground, 72% lean / 28% fat, cooked, crumbles",Pork Products,393.0 kcal,22.83 g,1.39 g,32.93 g,100.0 mg,0.0 g,41.67 g,0.0 g,0.0 mg
169192,"Pork, ground, 84% lean / 16% fat, cooked, crumbles",Pork Products,289.0 kcal,26.69 g,0.58 g,20.04 g,89.0 mg,0.0 g,51.35 g,0.0 g,0.0 mg
169193,"Pork, ground, 96% lean / 4% fat, cooked, crumbles",Pork Products,187.0 kcal,30.55 g,0.0 g,7.15 g,78.0 mg,0.0 g,61.03 g,0.0 g,0.0 mg
169194,"Pork, fresh, loin, blade (chops or roasts), boneless, separable lean only, raw",Pork Products,123.0 kcal,21.35 g,0.82 g,3.78 g,58.0 mg,0.0 g,72.94 g,0.0 g,0.0 mg
169195,"Pork, fresh, loin, blade (roasts), boneless, separable lean only, cooked, roasted",Pork Products,175.0 kcal,27.58 g,0.0 g,7.14 g,76.0 mg,0.0 g,64.76 g,0.0 g,0.0 mg
169196,"Pork, fresh, loin, blade (chops), boneless, separable lean only, boneless, cooked, broiled",Pork Products,169.0 kcal,26.14 g,0.89 g,6.74 g,76.0 mg,0.0 g,65.0 g,0.0 g,0.0 mg
169197,"Pork, fresh, loin, country-style ribs, separable lean only, boneless, cooked, broiled",Pork Products,216.0 kcal,27.83 g,0.0 g,11.65 g,89.0 mg,0.0 g,59.98 g,0.0 g,0.0 mg
169198,"Pork, fresh, loin, blade (roasts), boneless, separable lean and fat, cooked, roasted",Pork Products,199.0 kcal,26.48 g,0.0 g,10.32 g,76.0 mg,0.0 g,62.69 g,0.0 g,0.0 mg
169199,"Pork, fresh, loin, country-style ribs, separable lean and fat, boneless, cooked, broiled",Pork Products,247.0 kcal,26.28 g,0.0 g,15.73 g,88.0 mg,0.0 g,57.45 g,0.0 g,0.0 mg
169200,"Pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, broiled",Pork Products,260.0 kcal,25.58 g,0.0 g,17.56 g,87.0 mg,0.0 g,56.32 g,0.0 g,0.0 mg
169201,"Pork, fresh, loin, country-style ribs, separable lean and fat, boneless, cooked, roasted",Pork Products,270.0 kcal,26.4 g,0.0 g,18.31 g,96.0 mg,0.0 g,54.61 g,0.0 g,0.0 mg
169906,"Pork, cured, ham, boneless, low sodium, extra lean and regular, roasted",Pork Products,165.0 kcal,22.0 g,0.5 g,7.7 g,57.0 mg,0.0 g,65.8 g,0.0 g,0.0 mg
167715,"Cereals ready-to-eat, POST, Shredded Wheat n' Bran, spoon-size",Breakfast Cereals,339.0 kcal,10.93 g,80.65 g,2.06 g,0.0 mg,14.7 g,3.14 g,0.0 g,0.0 mg
167724,"Millet, puffed",Breakfast Cereals,354.0 kcal,13.0 g,80.0 g,3.4 g,0.0 mg,2.7 g,2.5 g,0.0 g,0.0 mg
167725,"Cereals ready-to-eat, OAT BRAN FLAKES, HEALTH VALLEY",Breakfast Cereals,380.0 kcal,10.0 g,78.0 g,3.0 g,0.0 mg,8.0 g,3.4 g,0.0 g,120.0 mg
168138,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, honey roasted",Breakfast Cereals,401.0 kcal,7.12 g,81.19 g,5.46 g,0.0 mg,4.2 g,5.0 g,0.0 g,0.0 mg
169039,"Cereals ready-to-eat, frosted oat cereal with marshmallows",Breakfast Cereals,400.0 kcal,7.1 g,84.7 g,3.33 g,0.0 mg,4.3 g,2.8 g,0.0 g,20.0 mg
169040,"Cereals ready-to-eat, WEETABIX whole grain cereal",Breakfast Cereals,371.0 kcal,11.43 g,81.5 g,2.86 g,0.0 mg,11.4 g,3.0 g,0.0 g,0.0 mg
169041,"Cereals ready-to-eat, POST, GREAT GRAINS, Raisin, Date & Pecan",Breakfast Cereals,378.0 kcal,7.9 g,74.3 g,7.1 g,0.0 mg,9.3 g,8.5 g,0.0 g,0.5 mg
169075,"Cereals ready-to-eat, ALPEN",Breakfast Cereals,352.0 kcal,11.2 g,75.7 g,3.3 g,0.0 mg,9.1 g,7.4 g,0.0 g,8.7 mg
